img_file,category,box_top,box_left,box_height,box_width,img_width,img_height
15681.png,product_type,163,130,33,94,1280,1280
15681.png,product_title,209,654,72,428,1280,1280
15681.png,final_price,384,653,34,69,1280,1280
15681.png,discount,399,784,17,66,1280,1280
15687.png,product_type,5,2,28,464,1280,1280
15687.png,product_image,165,71,510,508,1280,1280
15687.png,company,397,981,39,113,1280,1280
15689.png,product_type,143,133,33,556,1280,1280
15689.png,product_title,178,721,62,406,1280,1280
15689.png,5_star,301,722,26,97,1280,1280
15707.png,product_type,119,112,35,691,1280,1280
15707.png,product_title,184,638,117,486,1280,1280
15731.png,product_type,141,132,38,453,1280,1280
15731.png,product_title,185,722,27,344,1280,1280
15731.png,5_star,278,723,24,99,1280,1280
15784.png,product_type,80,10,24,246,1280,1280
15784.png,product_title,113,322,31,345,1280,1280
15784.png,4_star,195,326,23,85,1280,1280
15784.png,original_price,181,1125,15,106,1280,1280
15829.png,product_type,82,12,19,210,1280,1280
15829.png,product_title,131,323,31,311,1280,1280
15829.png,5_star,188,325,22,84,1280,1280
1588.png,product_type,46,185,32,715,1280,1280
1588.png,company,113,731,18,45,1280,1280
1588.png,final_price,193,733,30,64,1280,1280
15884.png,product_type,81,12,20,196,1280,1280
15884.png,product_title,129,321,58,561,1280,1280
15884.png,4_star,215,325,22,87,1280,1280
1592.png,product_type,48,187,29,781,1280,1280
1592.png,company,112,730,22,48,1280,1280
1592.png,final_price,193,730,28,69,1280,1280
15927.png,product_title,189,511,41,271,1280,1280
15927.png,product_image,301,238,390,347,1280,1280
15927.png,4_star,539,740,21,98,1280,1280
15932.png,product_type,6,2,23,563,1280,1280
15932.png,product_image,101,78,498,499,1280,1280
15932.png,company,378,982,38,100,1280,1280
15962.png,product_type,167,132,22,87,1280,1280
15962.png,product_title,209,420,75,423,1280,1280
15997.png,product_image,377,190,701,568,1280,1280
15997.png,company,374,840,24,84,1280,1280
15997.png,final_price,466,843,23,55,1280,1280
1601.png,product_type,659,77,33,496,1280,1280
1601.png,product_image,805,164,314,313,1280,1280
1601.png,original_price,752,821,42,184,1280,1280
16016.png,product_image,71,60,483,538,1280,1280
16016.png,4_star,153,651,32,114,1280,1280
1610.png,product_type,16,7,33,255,1280,1280
1610.png,product_title,87,551,29,619,1280,1280
1610.png,original_price,195,555,21,102,1280,1280
1610.png,company,130,668,16,79,1280,1280
1620.png,product_title,752,88,48,458,1280,1280
1620.png,original_price,752,820,43,205,1280,1280
1620.png,final_price,844,823,29,205,1280,1280
1624.png,product_type,660,79,27,525,1280,1280
1624.png,product_image,793,152,288,332,1280,1280
1624.png,5_star,1047,658,26,101,1280,1280
1765.png,product_type,23,86,28,161,1280,1280
1765.png,product_title,126,833,104,292,1280,1280
1765.png,original_price,240,984,34,132,1280,1280
1789.png,product_type,173,23,31,331,1280,1280
1789.png,product_title,262,854,31,375,1280,1280
1789.png,number_rating,330,952,17,24,1280,1280
1789.png,original_price,727,853,33,140,1280,1280
18.png,product_type,174,25,34,365,1280,1280
18.png,3_star,567,28,24,95,1280,1280
18.png,product_image,690,72,414,586,1280,1280
1812.png,product_type,6,0,24,409,1280,1280
1812.png,4_star,85,6,22,86,1280,1280
1812.png,final_price,237,494,46,151,1280,1280
1879.png,product_type,77,19,47,684,1280,1280
1879.png,product_image,274,27,310,343,1280,1280
189.png,product_type,81,168,21,459,1280,1280
189.png,4_star,490,171,23,106,1280,1280
189.png,original_price,879,948,21,142,1280,1280
189.png,final_price,921,939,41,161,1280,1280
1985.png,product_type,175,23,32,356,1280,1280
1985.png,number_rating,548,125,15,22,1280,1280
1985.png,final_price,498,715,34,121,1280,1280
2008.png,product_type,97,11,25,568,1280,1280
2008.png,product_title,133,583,164,390,1280,1280
2008.png,5_star,319,585,19,86,1280,1280
2016.png,product_type,390,42,21,250,1280,1280
2016.png,company,422,637,44,114,1280,1280
2016.png,product_title,473,642,31,511,1280,1280
2016.png,coupon,860,950,21,167,1280,1280
2021.png,product_type,78,10,30,406,1280,1280
2021.png,product_title,118,648,137,302,1280,1280
2021.png,3_star,274,650,18,81,1280,1280
2054.png,product_type,101,14,15,397,1280,1280
2054.png,product_title,134,647,82,290,1280,1280
2054.png,4_star,237,645,19,86,1280,1280
2054.png,original_price,327,647,18,121,1280,1280
2072.png,product_type,390,43,21,433,1280,1280
2072.png,product_title,470,638,38,504,1280,1280
2072.png,final_price,663,661,28,72,1280,1280
2084.png,product_type,128,41,23,768,1280,1280
2084.png,product_image,214,98,275,181,1280,1280
2084.png,original_price,238,371,21,85,1280,1280
2100.png,product_type,107,10,30,462,1280,1280
2100.png,product_title,147,623,168,628,1280,1280
2100.png,company,320,769,19,58,1280,1280
2106.png,product_type,95,9,26,413,1280,1280
2106.png,product_title,136,649,135,330,1280,1280
2106.png,4_star,291,648,19,85,1280,1280
2110.png,product_image,269,49,219,422,1280,1280
2110.png,final_price,174,507,22,61,1280,1280
2134.png,product_type,170,25,33,350,1280,1280
2134.png,4_star,545,29,20,93,1280,1280
2134.png,product_image,734,70,380,579,1280,1280
2134.png,original_price,534,790,16,80,1280,1280
217.png,product_type,6,4,28,565,1280,1280
217.png,5_star,146,10,19,82,1280,1280
217.png,final_price,295,494,48,162,1280,1280
2235.png,product_type,76,152,30,520,1280,1280
2235.png,4_star,314,152,26,81,1280,1280
2235.png,coupon,345,682,23,148,1280,1280
2325.png,product_type,71,16,42,1026,1280,1280
2325.png,product_image,354,38,141,344,1280,1280
2380.png,product_type,109,41,33,656,1280,1280
2380.png,product_title,151,627,78,481,1280,1280
2400.png,product_type,73,23,38,1002,1280,1280
2400.png,product_image,281,31,275,343,1280,1280
2433.png,product_type,156,57,38,361,1280,1280
2433.png,product_image,412,132,297,664,1280,1280
2463.png,product_image,193,74,209,334,1280,1280
2463.png,final_price,348,504,37,131,1280,1280
2492.png,product_type,107,12,35,573,1280,1280
2492.png,product_title,149,627,78,553,1280,1280
2492.png,company,232,776,24,103,1280,1280
2514.png,product_type,38,53,31,459,1280,1280
2514.png,product_title,120,541,74,595,1280,1280
2514.png,final_price,279,544,44,139,1280,1280
2536.png,product_title,254,140,38,593,1280,1280
2536.png,final_price,302,457,25,80,1280,1280
2536.png,company,340,837,29,67,1280,1280
2546.png,product_type,230,12,27,411,1280,1280
2546.png,5_star,298,16,24,98,1280,1280
2546.png,product_image,397,375,474,292,1280,1280
258.png,product_type,6,0,26,519,1280,1280
258.png,product_image,173,71,464,508,1280,1280
258.png,company,446,982,40,174,1280,1280
2594.png,product_image,186,96,296,225,1280,1280
2594.png,4_star,197,448,26,122,1280,1280
2594.png,product_type,82,200,30,662,1280,1280
260.png,product_type,85,130,15,324,1280,1280
260.png,4_star,469,135,28,108,1280,1280
260.png,product_image,140,642,422,549,1280,1280
260.png,original_price,898,939,41,160,1280,1280
260.png,coupon,1025,961,42,116,1280,1280
2680.png,product_title,475,21,36,798,1280,1280
2680.png,number_rating,548,124,15,24,1280,1280
2680.png,final_price,501,855,28,103,1280,1280
2680.png,discount,536,862,16,63,1280,1280
2683.png,product_image,186,13,215,326,1280,1280
2683.png,4_star,202,421,18,72,1280,1280
2683.png,company,342,461,22,56,1280,1280
2689.png,product_type,177,17,31,271,1280,1280
2689.png,product_title,235,736,58,499,1280,1280
2689.png,final_price,495,1142,33,90,1280,1280
2689.png,original_price,407,1144,24,91,1280,1280
2738.png,product_type,126,41,29,748,1280,1280
2738.png,product_title,164,40,32,930,1280,1280
2738.png,original_price,231,368,21,93,1280,1280
2738.png,company,203,725,55,49,1280,1280
2776.png,product_type,104,151,37,606,1280,1280
2776.png,product_title,148,592,29,431,1280,1280
2800.png,product_type,105,25,29,474,1280,1280
2800.png,product_title,144,622,77,528,1280,1280
2832.png,product_type,108,232,29,496,1280,1280
2832.png,product_title,144,592,34,417,1280,1280
2864.png,product_type,390,42,23,337,1280,1280
2864.png,product_title,469,644,64,531,1280,1280
2889.png,product_type,78,10,32,484,1280,1280
2889.png,product_title,117,647,82,301,1280,1280
2889.png,5_star,221,650,16,84,1280,1280
289.png,product_type,34,130,16,312,1280,1280
289.png,product_image,78,678,424,503,1280,1280
294.png,product_type,62,85,29,872,1280,1280
294.png,4_star,295,476,16,60,1280,1280
294.png,final_price,1013,1111,20,80,1280,1280
294.png,original_price,944,1129,15,60,1280,1280
2976.png,product_type,83,3,22,490,1280,1280
2976.png,product_title,113,585,60,384,1280,1280
2976.png,3_star,192,586,20,86,1280,1280
2991.png,product_type,105,13,34,464,1280,1280
2991.png,product_title,150,625,77,618,1280,1280
2991.png,final_price,284,630,27,88,1280,1280
301.png,product_type,107,13,28,229,1280,1280
301.png,product_title,146,625,82,552,1280,1280
301.png,3_star,263,629,18,65,1280,1280
301.png,original_price,318,711,21,83,1280,1280
3047.png,product_type,108,171,32,682,1280,1280
3047.png,product_title,172,557,68,353,1280,1280
3047.png,original_price,342,557,17,148,1280,1280
3047.png,number_rating,337,872,14,11,1280,1280
3079.png,product_type,77,6,30,494,1280,1280
3079.png,product_title,110,645,225,324,1280,1280
3079.png,3_star,355,650,19,81,1280,1280
3079.png,original_price,388,648,19,120,1280,1280
311.png,product_type,176,22,28,375,1280,1280
311.png,4_star,544,29,23,93,1280,1280
311.png,product_image,731,66,380,585,1280,1280
311.png,original_price,535,790,15,81,1280,1280
3115.png,product_type,177,23,29,505,1280,1280
3115.png,4_star,545,29,22,94,1280,1280
3115.png,final_price,500,715,30,100,1280,1280
3115.png,discount,535,725,18,68,1280,1280
3164.png,product_type,40,123,47,1003,1280,1280
3164.png,product_image,161,160,451,455,1280,1280
3164.png,company,566,654,51,267,1280,1280
3183.png,product_title,413,8,44,613,1280,1280
3183.png,number_rating,502,136,17,15,1280,1280
3183.png,final_price,542,703,33,88,1280,1280
3244.png,product_type,385,10,20,208,1280,1280
3244.png,5_star,499,18,27,111,1280,1280
3244.png,product_image,564,80,333,480,1280,1280
3258.png,product_type,41,126,47,980,1280,1280
3258.png,product_image,261,273,339,360,1280,1280
3258.png,company,568,646,49,273,1280,1280
3272.png,product_type,22,52,33,468,1280,1280
3272.png,company,73,584,27,102,1280,1280
3272.png,final_price,207,557,27,86,1280,1280
3272.png,5_star,235,953,24,106,1280,1280
3276.png,product_type,113,11,28,244,1280,1280
3276.png,product_title,306,646,39,299,1280,1280
3278.png,product_type,201,235,30,812,1280,1280
3278.png,product_title,275,643,93,532,1280,1280
3278.png,final_price,451,649,31,85,1280,1280
3278.png,discount,486,652,23,120,1280,1280
3294.png,product_type,78,9,26,318,1280,1280
3294.png,product_title,111,582,117,397,1280,1280
3294.png,4_star,246,587,20,85,1280,1280
3320.png,product_type,76,22,49,642,1280,1280
3320.png,product_image,300,117,345,177,1280,1280
3324.png,product_type,111,10,29,299,1280,1280
3324.png,product_title,280,641,68,429,1280,1280
3334.png,product_image,190,179,230,361,1280,1280
3334.png,company,296,551,40,86,1280,1280
3365.png,product_type,39,56,30,413,1280,1280
3365.png,company,90,536,29,185,1280,1280
3365.png,final_price,267,545,41,118,1280,1280
3367.png,product_type,7,0,26,418,1280,1280
3367.png,product_image,107,74,494,494,1280,1280
3367.png,company,376,979,42,187,1280,1280
3371.png,product_type,80,6,25,315,1280,1280
3371.png,product_title,115,585,113,381,1280,1280
3371.png,4_star,247,588,18,86,1280,1280
338.png,product_type,174,25,29,375,1280,1280
338.png,4_star,460,29,22,94,1280,1280
338.png,product_image,645,55,386,607,1280,1280
338.png,discount,424,723,16,71,1280,1280
3410.png,product_type,719,12,30,332,1280,1280
3410.png,product_title,760,627,124,598,1280,1280
3410.png,company,886,773,24,87,1280,1280
3419.png,product_type,76,7,30,316,1280,1280
3419.png,product_title,120,587,132,359,1280,1280
3419.png,4_star,274,588,18,82,1280,1280
3424.png,product_type,78,9,31,311,1280,1280
3424.png,product_title,114,424,61,520,1280,1280
3424.png,3_star,193,427,19,82,1280,1280
3424.png,original_price,261,424,23,114,1280,1280
355.png,product_type,174,25,29,367,1280,1280
355.png,4_star,459,30,22,91,1280,1280
355.png,final_price,390,719,31,120,1280,1280
355.png,discount,425,725,19,59,1280,1280
3561.png,product_type,215,61,34,433,1280,1280
3561.png,product_image,275,336,610,270,1280,1280
3561.png,product_title,324,836,99,325,1280,1280
3640.png,product_type,6,247,33,499,1280,1280
3640.png,product_title,150,754,24,223,1280,1280
3640.png,4_star,195,754,25,84,1280,1280
3663.png,product_type,67,9,61,437,1280,1280
3663.png,product_title,135,342,61,563,1280,1280
3663.png,4_star,222,347,26,105,1280,1280
3686.png,product_image,52,308,626,210,1280,1280
3686.png,4_star,123,680,21,97,1280,1280
3689.png,product_type,719,14,32,173,1280,1280
3689.png,product_title,756,627,86,584,1280,1280
3689.png,final_price,892,630,33,69,1280,1280
3725.png,product_type,722,13,25,336,1280,1280
3725.png,product_title,756,623,81,608,1280,1280
3725.png,company,846,774,19,51,1280,1280
376.png,product_type,102,10,38,239,1280,1280
376.png,product_title,147,622,80,537,1280,1280
376.png,4_star,261,628,19,65,1280,1280
378.png,product_type,176,22,26,375,1280,1280
378.png,4_star,543,27,24,95,1280,1280
378.png,product_image,685,70,378,576,1280,1280
378.png,original_price,556,716,13,81,1280,1280
3912.png,product_type,86,29,24,325,1280,1280
3912.png,product_title,206,432,42,785,1280,1280
3912.png,4_star,259,1131,26,99,1280,1280
3948.png,product_image,264,176,533,279,1280,1280
3948.png,final_price,320,955,26,56,1280,1280
3978.png,product_type,102,112,31,536,1280,1280
3978.png,product_title,152,634,83,447,1280,1280
3978.png,company,102,946,24,184,1280,1280
398.png,product_type,116,0,27,295,1280,1280
398.png,company,229,59,21,72,1280,1280
398.png,final_price,727,744,33,132,1280,1280
406.png,product_type,72,72,27,997,1280,1280
406.png,4_star,201,468,14,59,1280,1280
406.png,final_price,568,451,20,75,1280,1280
406.png,product_image,453,680,226,385,1280,1280
4078.png,product_type,745,13,31,568,1280,1280
4078.png,product_title,827,630,20,384,1280,1280
4078.png,final_price,900,626,31,61,1280,1280
4122.png,product_type,48,95,34,269,1280,1280
4122.png,4_star,188,105,22,96,1280,1280
4122.png,product_image,221,295,411,306,1280,1280
4122.png,original_price,322,831,23,85,1280,1280
4125.png,product_type,6,2,27,466,1280,1280
4125.png,product_image,226,203,324,136,1280,1280
4125.png,company,488,932,40,141,1280,1280
4153.png,product_type,4,0,30,438,1280,1280
4153.png,product_image,96,143,513,353,1280,1280
4153.png,company,376,980,42,125,1280,1280
4158.png,product_type,7,8,28,428,1280,1280
4158.png,product_image,91,187,507,281,1280,1280
4158.png,company,376,980,40,149,1280,1280
417.png,product_type,269,13,28,249,1280,1280
417.png,4_star,353,305,23,104,1280,1280
417.png,final_price,452,680,39,134,1280,1280
417.png,discount,472,813,18,167,1280,1280
4180.png,product_type,9,24,30,309,1280,1280
4180.png,company,106,779,23,70,1280,1280
4180.png,final_price,227,780,33,72,1280,1280
4190.png,product_type,48,285,46,623,1280,1280
4190.png,product_title,140,760,135,443,1280,1280
4190.png,final_price,459,760,42,94,1280,1280
4206.png,product_type,467,7,27,306,1280,1280
4206.png,company,531,9,30,152,1280,1280
4206.png,final_price,578,659,35,78,1280,1280
4211.png,product_type,249,161,33,444,1280,1280
4211.png,product_title,299,647,67,427,1280,1280
4248.png,product_type,467,8,30,283,1280,1280
4248.png,company,572,12,23,140,1280,1280
4248.png,final_price,616,657,34,80,1280,1280
4297.png,product_type,79,10,27,633,1280,1280
4297.png,product_title,120,587,79,363,1280,1280
4297.png,3_star,219,587,22,83,1280,1280
4303.png,product_image,99,93,563,574,1280,1280
4303.png,4_star,195,667,21,93,1280,1280
4303.png,original_price,250,766,20,51,1280,1280
4308.png,product_image,91,113,535,515,1280,1280
4308.png,4_star,177,666,23,92,1280,1280
4308.png,original_price,236,764,17,56,1280,1280
4314.png,product_type,45,284,19,155,1280,1280
4314.png,product_title,98,663,50,486,1280,1280
4314.png,final_price,224,666,32,99,1280,1280
4314.png,discount,231,841,21,100,1280,1280
4322.png,product_type,77,10,30,633,1280,1280
4322.png,product_title,116,585,167,389,1280,1280
4322.png,5_star,300,587,20,84,1280,1280
4324.png,product_type,43,134,30,626,1280,1280
4324.png,product_title,80,606,72,522,1280,1280
4324.png,final_price,244,611,33,95,1280,1280
4324.png,coupon,321,615,46,173,1280,1280
4328.png,product_image,220,457,665,249,1280,1280
4328.png,final_price,313,943,25,133,1280,1280
4331.png,product_image,164,88,366,517,1280,1280
4331.png,product_title,166,639,28,262,1280,1280
4331.png,4_star,592,646,28,114,1280,1280
4389.png,product_type,468,11,28,365,1280,1280
4389.png,company,534,9,25,187,1280,1280
4389.png,final_price,582,660,30,92,1280,1280
44.png,product_type,105,15,31,605,1280,1280
44.png,product_title,145,625,170,584,1280,1280
44.png,4_star,345,629,23,64,1280,1280
44.png,original_price,400,719,21,58,1280,1280
4407.png,product_type,469,12,26,359,1280,1280
4407.png,company,533,4,24,122,1280,1280
4407.png,final_price,579,658,37,144,1280,1280
4407.png,discount,622,729,18,115,1280,1280
4415.png,product_type,70,55,33,560,1280,1280
4415.png,product_title,143,504,60,318,1280,1280
4415.png,4_star,216,502,21,89,1280,1280
4415.png,discount,261,577,18,103,1280,1280
4421.png,product_type,15,51,36,740,1280,1280
4421.png,product_title,56,649,62,532,1280,1280
4421.png,final_price,233,650,26,78,1280,1280
4421.png,discount,233,808,21,68,1280,1280
4472.png,product_type,700,15,28,319,1280,1280
4472.png,product_title,774,627,45,589,1280,1280
4472.png,final_price,871,628,30,63,1280,1280
4484.png,product_type,701,12,28,326,1280,1280
4484.png,product_title,774,627,25,576,1280,1280
4484.png,final_price,852,631,27,69,1280,1280
4584.png,product_type,7,0,28,636,1280,1280
4584.png,product_image,96,165,524,356,1280,1280
4584.png,original_price,156,605,19,115,1280,1280
4584.png,company,378,983,38,137,1280,1280
4590.png,product_type,194,41,33,150,1280,1280
4590.png,product_title,244,610,66,622,1280,1280
4590.png,final_price,367,612,37,94,1280,1280
4593.png,product_type,6,243,30,704,1280,1280
4593.png,product_title,150,757,24,361,1280,1280
4593.png,3_star,194,755,23,84,1280,1280
4600.png,product_type,9,4,19,695,1280,1280
4600.png,4_star,105,7,24,86,1280,1280
4600.png,final_price,259,493,45,153,1280,1280
4600.png,discount,329,615,19,73,1280,1280
4625.png,product_type,6,2,28,430,1280,1280
4625.png,product_image,103,81,497,499,1280,1280
4625.png,company,377,981,40,108,1280,1280
4633.png,product_type,172,22,31,825,1280,1280
4633.png,4_star,543,26,21,97,1280,1280
4633.png,product_image,571,251,601,311,1280,1280
4633.png,original_price,534,919,17,75,1280,1280
47.png,product_title,103,128,35,422,1280,1280
47.png,product_image,145,621,411,604,1280,1280
47.png,4_star,489,133,26,112,1280,1280
47.png,original_price,894,935,43,168,1280,1280
4709.png,product_type,78,196,36,674,1280,1280
4709.png,product_title,133,439,93,441,1280,1280
4709.png,original_price,145,953,16,41,1280,1280
4737.png,product_type,125,7,27,268,1280,1280
4737.png,company,186,6,33,146,1280,1280
4737.png,final_price,236,660,35,79,1280,1280
4750.png,product_type,95,150,37,499,1280,1280
4750.png,product_title,150,809,41,303,1280,1280
4750.png,final_price,213,643,46,131,1280,1280
477.png,product_type,75,79,24,869,1280,1280
477.png,5_star,200,473,16,59,1280,1280
477.png,company,291,74,19,27,1280,1280
477.png,original_price,395,71,27,460,1280,1280
4863.png,product_type,169,66,27,449,1280,1280
4863.png,product_image,278,375,342,292,1280,1280
4879.png,product_type,72,25,53,729,1280,1280
4879.png,product_image,270,73,330,269,1280,1280
4884.png,product_type,467,8,31,268,1280,1280
4884.png,company,536,12,24,155,1280,1280
4884.png,final_price,579,659,36,94,1280,1280
494.png,product_type,130,54,31,216,1280,1280
494.png,product_title,206,637,38,511,1280,1280
494.png,original_price,304,642,24,184,1280,1280
4951.png,product_type,80,11,20,577,1280,1280
4951.png,product_title,114,451,61,493,1280,1280
4951.png,4_star,194,458,17,83,1280,1280
4951.png,coupon,300,455,31,468,1280,1280
5003.png,product_type,471,8,23,246,1280,1280
5003.png,company,532,9,29,106,1280,1280
5003.png,final_price,576,655,40,97,1280,1280
5018.png,product_image,165,386,665,496,1280,1280
5018.png,product_title,933,393,63,488,1280,1280
5018.png,company,901,551,27,118,1280,1280
504.png,product_type,1,0,28,492,1280,1280
504.png,5_star,84,7,23,86,1280,1280
504.png,final_price,235,493,50,163,1280,1280
5067.png,product_type,345,111,30,295,1280,1280
5067.png,product_image,460,278,442,353,1280,1280
5067.png,number_rating,456,916,15,23,1280,1280
5107.png,product_type,20,16,22,321,1280,1280
5107.png,product_title,90,316,61,602,1280,1280
5107.png,final_price,183,316,28,86,1280,1280
5107.png,discount,214,373,17,26,1280,1280
513.png,product_type,178,26,21,365,1280,1280
513.png,4_star,544,27,22,95,1280,1280
513.png,product_image,678,68,386,583,1280,1280
513.png,discount,537,724,18,58,1280,1280
5168.png,product_title,48,221,33,703,1280,1280
5168.png,product_image,126,305,242,80,1280,1280
5183.png,product_type,107,14,31,568,1280,1280
5183.png,product_title,182,629,24,236,1280,1280
5183.png,4_star,211,631,17,64,1280,1280
5198.png,product_type,45,134,23,493,1280,1280
5198.png,product_title,84,619,71,509,1280,1280
5198.png,final_price,244,620,32,92,1280,1280
5198.png,coupon,299,619,43,170,1280,1280
5207.png,product_type,44,140,27,396,1280,1280
5207.png,product_title,87,625,38,405,1280,1280
5207.png,final_price,214,628,29,75,1280,1280
5207.png,coupon,267,626,47,174,1280,1280
5224.png,product_type,43,131,28,466,1280,1280
5224.png,product_title,83,616,72,513,1280,1280
5224.png,final_price,243,620,33,93,1280,1280
5224.png,coupon,296,615,52,183,1280,1280
5234.png,product_type,202,317,25,649,1280,1280
5234.png,product_title,279,644,86,482,1280,1280
5234.png,final_price,452,650,31,71,1280,1280
5234.png,discount,486,650,22,120,1280,1280
5259.png,product_type,41,56,31,371,1280,1280
5259.png,company,92,541,27,186,1280,1280
5259.png,final_price,242,537,52,135,1280,1280
5267.png,product_type,78,8,27,625,1280,1280
5267.png,product_title,119,586,27,342,1280,1280
5267.png,4_star,166,587,19,84,1280,1280
527.png,product_type,108,12,31,374,1280,1280
527.png,product_title,150,626,37,532,1280,1280
527.png,final_price,240,629,29,91,1280,1280
5273.png,product_type,6,3,28,429,1280,1280
5273.png,product_image,168,79,364,501,1280,1280
5273.png,company,377,981,40,139,1280,1280
5324.png,product_image,157,96,395,365,1280,1280
5324.png,final_price,283,554,43,96,1280,1280
5366.png,product_type,17,13,31,495,1280,1280
5366.png,product_title,92,313,60,581,1280,1280
5366.png,4_star,154,319,19,84,1280,1280
5366.png,discount,215,371,19,80,1280,1280
5423.png,product_type,469,8,25,317,1280,1280
5423.png,company,569,11,25,189,1280,1280
5423.png,final_price,618,661,30,73,1280,1280
5477.png,product_type,82,8,25,414,1280,1280
5477.png,product_title,119,647,79,326,1280,1280
5477.png,4_star,220,649,19,83,1280,1280
5555.png,product_image,195,324,309,220,1280,1280
5555.png,final_price,579,666,51,385,1280,1280
5575.png,product_type,102,30,38,1139,1280,1280
5575.png,5_star,181,39,18,90,1280,1280
5575.png,final_price,544,844,45,170,1280,1280
563.png,product_type,178,25,29,373,1280,1280
563.png,4_star,544,26,23,97,1280,1280
563.png,product_image,668,71,413,576,1280,1280
563.png,original_price,534,792,18,79,1280,1280
5640.png,product_type,7,0,25,650,1280,1280
5640.png,product_image,102,107,507,428,1280,1280
5640.png,company,376,981,41,150,1280,1280
5690.png,product_type,4,0,27,696,1280,1280
5690.png,product_image,270,153,314,243,1280,1280
5690.png,original_price,346,491,19,81,1280,1280
5690.png,company,588,933,43,102,1280,1280
5766.png,product_type,50,184,30,470,1280,1280
5766.png,product_title,132,729,30,234,1280,1280
5766.png,company,545,333,16,90,1280,1280
5767.png,product_type,4,0,28,182,1280,1280
5767.png,product_image,96,77,505,507,1280,1280
5767.png,company,377,981,40,103,1280,1280
5798.png,product_type,46,74,42,1018,1280,1280
5798.png,product_title,136,557,62,598,1280,1280
5798.png,final_price,241,1132,29,70,1280,1280
5822.png,product_type,81,10,22,263,1280,1280
5822.png,product_title,131,321,28,399,1280,1280
5822.png,4_star,214,325,20,85,1280,1280
5831.png,product_type,167,132,22,88,1280,1280
5831.png,product_title,212,653,36,321,1280,1280
5831.png,final_price,354,656,32,70,1280,1280
5831.png,discount,367,785,15,65,1280,1280
5836.png,product_type,7,0,24,184,1280,1280
5836.png,5_star,125,9,20,83,1280,1280
5836.png,final_price,273,492,47,109,1280,1280
5852.png,product_type,164,129,25,97,1280,1280
5852.png,product_title,206,651,74,469,1280,1280
5852.png,final_price,384,654,37,75,1280,1280
5872.png,product_type,157,12,34,467,1280,1280
5872.png,product_title,197,626,79,573,1280,1280
5872.png,final_price,331,629,32,65,1280,1280
5894.png,product_image,237,216,320,323,1280,1280
5894.png,company,321,552,19,128,1280,1280
5894.png,4_star,403,554,20,98,1280,1280
5894.png,final_price,560,676,19,86,1280,1280
5922.png,product_type,448,9,25,487,1280,1280
5922.png,product_image,543,140,590,375,1280,1280
5922.png,original_price,577,658,23,83,1280,1280
5928.png,product_image,153,120,405,261,1280,1280
5928.png,company,193,387,21,111,1280,1280
5928.png,original_price,220,1094,18,83,1280,1280
5934.png,product_type,162,9,23,496,1280,1280
5934.png,product_title,198,627,86,627,1280,1280
5934.png,final_price,333,627,33,81,1280,1280
5936.png,product_type,6,0,24,507,1280,1280
5936.png,product_image,97,170,364,205,1280,1280
5936.png,company,328,935,39,92,1280,1280
5956.png,product_type,7,9,26,543,1280,1280
5956.png,product_image,142,165,328,215,1280,1280
5956.png,company,408,941,42,141,1280,1280
5964.png,product_type,467,8,29,310,1280,1280
5964.png,product_image,565,93,582,467,1280,1280
6036.png,product_type,161,141,30,511,1280,1280
6036.png,product_title,206,643,126,475,1280,1280
6036.png,final_price,370,646,26,79,1280,1280
6053.png,product_type,57,40,34,441,1280,1280
6053.png,product_title,119,801,28,364,1280,1280
6053.png,discount,251,899,24,175,1280,1280
6055.png,product_type,161,142,27,507,1280,1280
6055.png,product_title,204,636,125,487,1280,1280
6055.png,original_price,371,729,25,80,1280,1280
6084.png,product_type,467,7,29,395,1280,1280
6084.png,company,537,10,23,191,1280,1280
6084.png,final_price,583,660,29,92,1280,1280
6112.png,product_type,57,40,31,470,1280,1280
6112.png,product_title,119,790,56,387,1280,1280
6112.png,coupon,549,851,64,265,1280,1280
6133.png,product_type,57,41,32,682,1280,1280
6133.png,product_title,87,783,63,404,1280,1280
6133.png,original_price,222,923,29,123,1280,1280
6175.png,product_type,59,43,22,284,1280,1280
6175.png,product_title,120,814,26,340,1280,1280
6175.png,number_rating,148,1014,22,28,1280,1280
6175.png,original_price,222,923,21,121,1280,1280
6184.png,product_type,136,41,25,605,1280,1280
6184.png,product_title,178,470,36,587,1280,1280
6184.png,final_price,271,847,37,97,1280,1280
6277.png,product_type,468,9,22,402,1280,1280
6277.png,company,535,9,23,138,1280,1280
6277.png,final_price,577,658,38,148,1280,1280
6277.png,discount,623,728,15,123,1280,1280
6287.png,product_type,135,39,26,745,1280,1280
6287.png,product_title,177,466,64,753,1280,1280
6287.png,original_price,255,848,33,200,1280,1280
6351.png,product_type,44,57,24,347,1280,1280
6351.png,company,95,541,24,201,1280,1280
6351.png,final_price,245,542,47,112,1280,1280
6372.png,product_type,272,59,31,339,1280,1280
6372.png,4_star,335,68,15,72,1280,1280
6372.png,product_image,436,295,484,367,1280,1280
6372.png,coupon,365,608,22,226,1280,1280
6425.png,product_type,105,18,33,355,1280,1280
6425.png,product_title,200,634,44,470,1280,1280
6425.png,final_price,377,641,38,78,1280,1280
6437.png,product_type,100,399,21,278,1280,1280
6437.png,product_title,226,700,25,325,1280,1280
6457.png,product_type,119,81,25,329,1280,1280
6457.png,final_price,228,659,35,80,1280,1280
6468.png,product_type,108,32,27,692,1280,1280
